"Entity,Code,Year,""Deaths that are from all causes attributed to smoking per 100,000 people, in both sexes aged age-standardized""";;;;;
Brazil,BRA,1990,179.83685;;;;;
Brazil,BRA,1991,172.33006;;;;;
Brazil,BRA,1992,169.29024;;;;;
Brazil,BRA,1993,170.22383;;;;;
Brazil,BRA,1994,165.71918;;;;;
Brazil,BRA,1995,161.23065;;;;;
Brazil,BRA,1996,158.18248;;;;;
Brazil,BRA,1997,152.18234;;;;;
Brazil,BRA,1998,149.47511;;;;;
Brazil,BRA,1999,145.0816;;;;;
Brazil,BRA,2000,140.00684;;;;;
Brazil,BRA,2001,135.54193;;;;;
Brazil,BRA,2002,131.45123;;;;;
Brazil,BRA,2003,127.70963;;;;;
Brazil,BRA,2004,123.85258;;;;;
Brazil,BRA,2005,117.15125;;;;;
Brazil,BRA,2006,113.37847;;;;;
Brazil,BRA,2007,109.47226;;;;;
Brazil,BRA,2008,105.92315;;;;;
Brazil,BRA,2009,102.845406;;;;;
Brazil,BRA,2010,99.82703;;;;;
Brazil,BRA,2011,96.65945;;;;;
Brazil,BRA,2012,92.3854;;;;;
Brazil,BRA,2013,89.16675;;;;;
Brazil,BRA,2014,85.630554;;;;;
Brazil,BRA,2015,83.194824;;;;;
Brazil,BRA,2016,81.87182;;;;;
Brazil,BRA,2017,77.82759;;;;;
Brazil,BRA,2018,75.13623;;;;;
Brazil,BRA,2019,73.121445;;;;;
